ticket	field	old_string	new_string	rule	note
T-181.3	citations	vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	rewrite	child file; bare basename of docs/mod/vanilla_carve_coverage.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.3.1	citations	vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	rewrite	child file; bare basename of docs/mod/vanilla_carve_coverage.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.3.2	citations	vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	rewrite	child file; bare basename of docs/mod/vanilla_carve_coverage.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.3.3	notes	docs/mod/vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	rewrite	child file; path; manifest move+rename
T-181.3.3	citations	vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	rewrite	child file; bare basename of docs/mod/vanilla_carve_coverage.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.4	summary	TBD_MOD_DESIGN.md	documentation_v2/mod/tbd-framework/mod_design.md	rewrite	child file; bare basename of docs/mod/TBD_MOD_DESIGN.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.4	notes	docs/mod/TBD_MOD_DESIGN.md	documentation_v2/mod/tbd-framework/mod_design.md	rewrite	child file; path; manifest move+rename
T-181.4	requirement	docs/mod/TBD_MOD_DESIGN.md	documentation_v2/mod/tbd-framework/mod_design.md	rewrite	child file; path; idx 0; manifest move+rename
T-181.4	approach	TBD_MOD_DESIGN.md	documentation_v2/mod/tbd-framework/mod_design.md	rewrite	child file; bare basename of docs/mod/TBD_MOD_DESIGN.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.4	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.6	summary	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.6	context	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.6	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 0; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.8	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 0; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.9.1	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.10	spec	docs/mod/t181_event_mod_program.md	documentation_v2/tickets/specs/t181_event_mod_program.md	rewrite	child file; path; manifest move
T-181.11.1	spec	docs/mod/t181_event_mod_program.md	documentation_v2/tickets/specs/t181_event_mod_program.md	rewrite	child file; path; manifest move
T-181.14	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.15	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.16	owns	docs/mod/capability_verdicts.tsv	documentation_v2/mod/tbd-framework/capability_verdicts.tsv	rewrite	child file; path; idx 0; manifest move
T-181.16	owns	docs/mod/t181_event_mod_program.md	documentation_v2/tickets/specs/t181_event_mod_program.md	rewrite	child file; path; idx 1; manifest move
T-181.17	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.18	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.20	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.24	notes	TBD_MOD_DESIGN.md	documentation_v2/mod/tbd-framework/mod_design.md	rewrite	child file; bare basename of docs/mod/TBD_MOD_DESIGN.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-181.32	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.33	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.35	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-181.41	citations	t181_event_mod_program.md	-	keep	child file; bare basename of docs/mod/t181_event_mod_program.md; idx 2; the basename stays (documentation_v2/tickets/specs/t181_event_mod_program.md)
T-190	spec	docs/specs/ideas/t190_tab_clobber.md	documentation_v2/tickets/specs/t190_tab_clobber.md	rewrite	parent file; path; manifest move
T-190	plan	docs/plans/t-190_plan.md	documentation_v2/tickets/plans/t-190_plan.md	rewrite	parent file; path; manifest move
T-207	owns	docs/website/DEV_RUNBOOK.md	documentation_v2/runbooks/local_development.md	rewrite	parent file; path; idx 1; manifest move+rename
T-210	context	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-210	citations	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-212	spec	docs/specs/existing/t212_typed_objectives.md	documentation_v2/tickets/specs/t212_typed_objectives.md	rewrite	parent file; path; manifest move
T-212	plan	docs/plans/t-212_plan.md	documentation_v2/tickets/plans/t-212_plan.md	rewrite	parent file; path; manifest move
T-239	context	docs/platform/frontend_data_provenance.md	documentation_v2/archive/audits/frontend_data_provenance.md	rewrite	parent file; path; idx 11; manifest archive
T-239	citations	frontend_data_provenance.md	-	keep	parent file; bare basename of docs/platform/frontend_data_provenance.md; idx 4; the basename stays (documentation_v2/archive/audits/frontend_data_provenance.md)
T-242	spec	docs/specs/ideas/t242_t216_deltas.md	documentation_v2/tickets/specs/t242_t216_deltas.md	rewrite	parent file; path; manifest move
T-242	plan	docs/plans/t-242_plan.md	documentation_v2/tickets/plans/t-242_plan.md	rewrite	parent file; path; manifest move
T-251	context	HOME_SERVER.md	documentation_v2/runbooks/website_deployment.md	rewrite	parent file; bare basename of docs/website/HOME_SERVER.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-257	spec	docs/specs/ideas/t257_undo_scope.md	documentation_v2/tickets/specs/t257_undo_scope.md	rewrite	parent file; path; manifest move
T-257	plan	docs/plans/t-257_plan.md	documentation_v2/tickets/plans/t-257_plan.md	rewrite	parent file; path; manifest move
T-274	approach	docs/mod/SPAWN_DETERMINISM.md	documentation_v2/runbooks/spawn_determinism.md	rewrite	parent file; path; idx 1; manifest move+rename
T-274	owns	docs/mod	documentation_v2/mod	rewrite	parent file; directory own — needs mapping + overlap check; idx 2; directory own (shipped ticket, so no open-ticket overlap): the docs/mod files now span documentation_v2/mod/ (mirror root), documentation_v2/runbooks/ (mod_slice_workflow, spawn_determinism, enfusion_mcp_tooling, game_server_staging/), documentation_v2/tickets/specs/ (t181_event_mod_program.md) and documentation_v2/archive/ (product_plans, handoffs_and_kickoffs); no open ticket owns any of them
T-277	spec	docs/specs/ideas/t277_prefab_classify.md	documentation_v2/tickets/specs/t277_prefab_classify.md	rewrite	parent file; path; manifest move
T-277	plan	docs/plans/t-277_plan.md	documentation_v2/tickets/plans/t-277_plan.md	rewrite	parent file; path; manifest move
T-290	spec	docs/specs/ideas/t290_dead_flatten_fields.md	documentation_v2/tickets/specs/t290_dead_flatten_fields.md	rewrite	parent file; path; manifest move
T-290	plan	docs/plans/t-290_plan.md	documentation_v2/tickets/plans/t-290_plan.md	rewrite	parent file; path; manifest move
T-291	spec	docs/specs/ideas/t291_orphan_schema_fields.md	documentation_v2/tickets/specs/t291_orphan_schema_fields.md	rewrite	parent file; path; manifest move
T-291	plan	docs/plans/t-291_plan.md	documentation_v2/tickets/plans/t-291_plan.md	rewrite	parent file; path; manifest move
T-294	spec	docs/specs/ideas/t294_arland_objects.md	documentation_v2/tickets/specs/t294_arland_objects.md	rewrite	parent file; path; manifest move
T-294	plan	docs/plans/t-294_plan.md	documentation_v2/tickets/plans/t-294_plan.md	rewrite	parent file; path; manifest move
T-295	spec	docs/specs/ideas/t295_realtime_collab.md	documentation_v2/tickets/specs/t295_realtime_collab.md	rewrite	parent file; path; manifest move
T-295	plan	docs/plans/t-295_plan.md	documentation_v2/tickets/plans/t-295_plan.md	rewrite	parent file; path; manifest move
T-298	spec	docs/specs/ideas/t298_tbd_tools_gate.md	documentation_v2/tickets/specs/t298_tbd_tools_gate.md	rewrite	parent file; path; manifest move
T-298	plan	docs/plans/t-298_plan.md	documentation_v2/tickets/plans/t-298_plan.md	rewrite	parent file; path; manifest move
T-299	spec	docs/specs/ideas/t299_phantom_opfor.md	documentation_v2/tickets/specs/t299_phantom_opfor.md	rewrite	parent file; path; manifest move
T-299	plan	docs/plans/t-299_plan.md	documentation_v2/tickets/plans/t-299_plan.md	rewrite	parent file; path; manifest move
T-300	spec	docs/specs/ideas/t300_shared_target.md	documentation_v2/tickets/specs/t300_shared_target.md	rewrite	parent file; path; manifest move
T-300	plan	docs/plans/t-300_plan.md	documentation_v2/tickets/plans/t-300_plan.md	rewrite	parent file; path; manifest move
T-301	spec	docs/specs/ideas/t301_briefing_kit.md	documentation_v2/tickets/specs/t301_briefing_kit.md	rewrite	parent file; path; manifest move
T-301	plan	docs/plans/t-301_plan.md	documentation_v2/tickets/plans/t-301_plan.md	rewrite	parent file; path; manifest move
T-302	spec	docs/specs/ideas/t302_weapon_equip_boot.md	documentation_v2/tickets/specs/t302_weapon_equip_boot.md	rewrite	parent file; path; manifest move
T-302	plan	docs/plans/t-302_plan.md	documentation_v2/tickets/plans/t-302_plan.md	rewrite	parent file; path; manifest move
T-304	spec	docs/specs/ideas/t304_registry_scan_weight.md	documentation_v2/tickets/specs/t304_registry_scan_weight.md	rewrite	parent file; path; manifest move
T-304	plan	docs/plans/t-304_plan.md	documentation_v2/tickets/plans/t-304_plan.md	rewrite	parent file; path; manifest move
T-305	spec	docs/specs/ideas/t305_pak_offset.md	documentation_v2/tickets/specs/t305_pak_offset.md	rewrite	parent file; path; manifest move
T-305	plan	docs/plans/t-305_plan.md	documentation_v2/tickets/plans/t-305_plan.md	rewrite	parent file; path; manifest move
T-309	spec	docs/specs/ideas/t309_faction_doc_squads.md	documentation_v2/tickets/specs/t309_faction_doc_squads.md	rewrite	parent file; path; manifest move
T-309	plan	docs/plans/t-309_plan.md	documentation_v2/tickets/plans/t-309_plan.md	rewrite	parent file; path; manifest move
T-310	spec	docs/specs/ideas/t310_arsenal_attachments.md	documentation_v2/tickets/specs/t310_arsenal_attachments.md	rewrite	parent file; path; manifest move
T-310	plan	docs/plans/t-310_plan.md	documentation_v2/tickets/plans/t-310_plan.md	rewrite	parent file; path; manifest move
T-311	spec	docs/specs/ideas/t311_leaderboard_tiebreak.md	documentation_v2/tickets/specs/t311_leaderboard_tiebreak.md	rewrite	parent file; path; manifest move
T-311	plan	docs/plans/t-311_plan.md	documentation_v2/tickets/plans/t-311_plan.md	rewrite	parent file; path; manifest move
T-320	approach	docs/website/EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; path; idx 0; manifest move+rename
T-320	citations	EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; bare basename of docs/website/EDITOR_GATE_RUNBOOK.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-320	owns	docs/website/EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; path; idx 2; manifest move+rename
T-354	notes	docs/website/EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; path; manifest move+rename
T-354	requirement	EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; bare basename of docs/website/EDITOR_GATE_RUNBOOK.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-354	citations	EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; bare basename of docs/website/EDITOR_GATE_RUNBOOK.md; idx 3; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-354	owns	docs/website/EDITOR_GATE_RUNBOOK.md	documentation_v2/runbooks/editor_gates.md	rewrite	parent file; path; idx 0; manifest move+rename
T-392	notes	docs/platform/frontend_data_provenance.md	documentation_v2/archive/audits/frontend_data_provenance.md	rewrite	parent file; path; manifest archive
T-392	context	frontend_data_provenance.md	-	keep	parent file; bare basename of docs/platform/frontend_data_provenance.md; idx 1; the basename stays (documentation_v2/archive/audits/frontend_data_provenance.md)
T-392	citations	frontend_data_provenance.md	-	keep	parent file; bare basename of docs/platform/frontend_data_provenance.md; idx 5; the basename stays (documentation_v2/archive/audits/frontend_data_provenance.md)
T-398	notes	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-398	current_state	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 3; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-398	citations	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 3; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-401	notes	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-401	current_state	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 8; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-401	citations	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-404	notes	docs/platform/frontend_data_provenance.md	documentation_v2/archive/audits/frontend_data_provenance.md	rewrite	parent file; path; followed by line refs :41,62; manifest archive
T-404	current_state	frontend_data_provenance.md	-	keep	parent file; bare basename of docs/platform/frontend_data_provenance.md; idx 4; the basename stays (documentation_v2/archive/audits/frontend_data_provenance.md)
T-404	citations	frontend_data_provenance.md	-	keep	parent file; bare basename of docs/platform/frontend_data_provenance.md; idx 3; the basename stays (documentation_v2/archive/audits/frontend_data_provenance.md)
T-404	owns	docs/platform/frontend_data_provenance.md	documentation_v2/archive/audits/frontend_data_provenance.md	rewrite	parent file; path; idx 2; manifest archive
T-420	notes	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-428	notes	docs/website/backend/architecture.md	documentation_v2/archive/go_and_react_era_design/go_backend_architecture_plan.md	rewrite	parent file; path; manifest archive
T-428	requirement	architecture.md	documentation_v2/archive/go_and_react_era_design/go_backend_architecture_plan.md	rewrite	parent file; bare basename of docs/website/backend/architecture.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-428	citations	architecture.md	documentation_v2/archive/go_and_react_era_design/go_backend_architecture_plan.md	rewrite	parent file; bare basename of docs/website/backend/architecture.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-438	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-438	requirement	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-438	approach	HOME_SERVER.md	documentation_v2/runbooks/website_deployment.md	rewrite	parent file; bare basename of docs/website/HOME_SERVER.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-438	owns	docs/website/HOME_SERVER.md	documentation_v2/runbooks/website_deployment.md	rewrite	parent file; path; idx 2; manifest move+rename
T-490	notes	docs/platform/factory_pack_wave	.ai/factory_pack_wave	rewrite	parent file; path; manifest move
T-490	owns	docs/platform/factory_pack_wave	.ai/factory_pack_wave	rewrite	parent file; path; idx 1; manifest move
T-534	notes	PLATFORM_FACTORY.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/PLATFORM_FACTORY.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-541	notes	docs/TICKET_LEAD.md	-	drop-view-link	parent file; generated sync view — P1-2 drops it, no move target; P2-3 rewords the sentence (for example 'the generated ticket views, retired') or drops the entry
T-584	owns	docs/platform/CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	parent file; path; idx 3; manifest move+rename
T-590	notes	docs/platform/CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	parent file; path; followed by line refs :138-141; manifest move+rename
T-590	owns	docs/platform/CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	parent file; path; idx 1; manifest move+rename
T-595	notes	HOME_SERVER.md	documentation_v2/runbooks/website_deployment.md	rewrite	parent file; bare basename of docs/website/HOME_SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-595	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-595	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-596	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-596	notes	FACTORY_FOR_CURSOR.md	documentation_v2/runbooks/factory_waves/README.md	rewrite	parent file; bare basename of docs/platform/FACTORY_FOR_CURSOR.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-604	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; manifest move+rename
T-604	acceptance	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-604	owns	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; idx 2; manifest move+rename
T-605	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; manifest move+rename
T-606	notes	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; followed by line refs :192-203; manifest move+rename
T-606	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; manifest move+rename
T-606	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; manifest move+rename
T-606	acceptance	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-606	owns	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; idx 1; manifest move+rename
T-607	notes	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; manifest move+rename
T-607	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-607	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-607	owns	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; idx 1; manifest move+rename
T-608	notes	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; followed by line refs :48,276-277; manifest move+rename
T-608	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; followed by line refs :349-388; manifest move+rename
T-608	notes	PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; bare basename of docs/platform/PLAYTEST_RUNBOOK.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-608	notes	PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; bare basename of docs/platform/PLAYTEST_RUNBOOK.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-609	notes	PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; bare basename of docs/platform/PLAYTEST_RUNBOOK.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-610	notes	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; manifest move+rename
T-610	notes	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-610	requirement	PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; bare basename of docs/platform/PLAYTEST_RUNBOOK.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-610	current_state	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-610	acceptance	STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; bare basename of docs/mod/STAGING-SERVER.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-610	owns	docs/platform/PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; path; idx 0; manifest move+rename
T-611	notes	docs/	-	manual	parent file; directory path; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
T-611	notes	docs/	-	manual	parent file; directory path; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
T-611	notes	docs/	-	manual	parent file; directory path; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
T-611	notes	PLAYTEST_RUNBOOK.md	documentation_v2/runbooks/two_client_playtest/README.md	rewrite	parent file; bare basename of docs/platform/PLAYTEST_RUNBOOK.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-611	requirement	docs/	-	manual	parent file; directory path; idx 1; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
T-611	current_state	docs/	-	manual	parent file; directory path; idx 1; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
T-611	approach	docs/	-	manual	parent file; directory path; idx 1; folder mention of the retired root; suggest documentation_v2/ where the sentence is about the documentation tree, keep where it narrates the past
