source	target	action	class	writer	note
docs/specs/Mission_Creator_Architecture/t152_9_road_names.md	documentation_v2/tickets/specs/t152_9_road_names.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t152_map_cartographic_fidelity_program.md	documentation_v2/tickets/specs/t152_map_cartographic_fidelity_program.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t153_faction_library.md	documentation_v2/tickets/specs/t153_faction_library.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t154_0_wgpu_doll_engine.md	documentation_v2/tickets/specs/t154_0_wgpu_doll_engine.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t154_1_doll_polish.md	documentation_v2/tickets/specs/t154_1_doll_polish.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_10_program_coherency.md	documentation_v2/tickets/specs/t180_10_program_coherency.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_1_foundation_schema.md	documentation_v2/tickets/specs/t180_1_foundation_schema.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_2_graph_mutators.md	documentation_v2/tickets/specs/t180_2_graph_mutators.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_3_map_side_tint.md	documentation_v2/tickets/specs/t180_3_map_side_tint.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_4_squad_leader_lines.md	documentation_v2/tickets/specs/t180_4_squad_leader_lines.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_5_right_dock_side_chips.md	documentation_v2/tickets/specs/t180_5_right_dock_side_chips.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_6_place_orbat_sync.md	documentation_v2/tickets/specs/t180_6_place_orbat_sync.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_7_orbat_manager_ui.md	documentation_v2/tickets/specs/t180_7_orbat_manager_ui.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_8_templates_vehicles.md	documentation_v2/tickets/specs/t180_8_templates_vehicles.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_9_arsenal_compile.md	documentation_v2/tickets/specs/t180_9_arsenal_compile.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_class_r_pins.md	documentation_v2/tickets/specs/t180_class_r_pins.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t180_orbat_eden_program.md	documentation_v2/tickets/specs/t180_orbat_eden_program.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t935_14_prefab_residency_reader.md	documentation_v2/tickets/specs/t935_14_prefab_residency_reader.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/t935_map_binary_storage.md	documentation_v2/tickets/specs/t935_map_binary_storage.md	move	frozen	-	-
docs/specs/Mission_Creator_Architecture/ux_spec.md	documentation_v2/website/frontend/apps/editor/ux_spec.md	move	live-rewrite	F07	-
docs/specs/Mission_Creator_Mock_Up/Arsenal/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	collapse-duplicate	live-rewrite	F17	NEAR-DUPLICATE: this file (7717 bytes, sha256 53e4caf0e4dc) is the kept file docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md (7612 bytes, sha256 fd7e503920c0, no final newline) with a 2-line header before it (the line `> **Canonical copy:** [`aegis_tokens/DESIGN.md`](../aegis_tokens/DESIGN.md) — this file is identical.` and one blank line); nothing else differs
docs/specs/Mission_Creator_Mock_Up/Arsenal/screen.png	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/arsenal_mockup/arsenal_mockup.png	move+rename	data	-	set arsenal_mockup: arsenal screen on the Aegis tokens; set README by F08
docs/specs/Mission_Creator_Mock_Up/Mission ccreator/README.md	documentation_v2/archive/redirect_stubs/docs__specs__mission_creator_mock_up__mission_ccreator__readme.md	archive	archive	-	docs/specs/Mission_Creator_Mock_Up/aegis_tokens/
docs/specs/Mission_Creator_Mock_Up/README.md	documentation_v2/archive/monorepo_migration/mission_creator_mock_up_readme.md	archive	archive	-	-
docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	move+rename	live-rewrite	F17	canonical Aegis token export (Stitch, YAML front matter); the reforger_command and Arsenal copies and their documentation_v2 copies collapse into it
docs/specs/Mission_Creator_Mock_Up/aegis_tokens/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_prototype_mockup/mission_creator_prototype_mockup.html	move+rename	data	-	set mission_creator_prototype_mockup: early Mission Creator prototype on the Aegis tokens; set README by F08
docs/specs/Mission_Creator_Mock_Up/aegis_tokens/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_prototype_mockup/mission_creator_prototype_mockup.png	move+rename	data	-	set mission_creator_prototype_mockup: early Mission Creator prototype on the Aegis tokens; set README by F08
docs/specs/Mission_Creator_Mock_Up/mission_creator_design.md	documentation_v2/archive/go_and_react_era_design/mission_creator_design.md	archive	archive	-	-
docs/specs/README.md	documentation_v2/archive/monorepo_migration/docs_specs_readme.md	archive	archive	-	index of the retired docs/specs tree; F18 writes documentation_v2/tickets/README.md
docs/specs/audit_2026_09/README.md	documentation_v2/archive/audits/audit_2026_09_finding_to_ticket_map.md	archive	archive	-	-
docs/specs/audit_2026_09/false_claims.md	documentation_v2/archive/audits/audit_2026_09_false_claims.md	archive	archive	-	-
docs/specs/audit_2026_09/t936_mission_logic.md	documentation_v2/tickets/specs/t936_mission_logic.md	move	frozen	-	-
docs/specs/audit_2026_09/t937_editor_data_layer.md	documentation_v2/tickets/specs/t937_editor_data_layer.md	move	frozen	-	-
docs/specs/audit_2026_09/t938_engine_perf.md	documentation_v2/tickets/specs/t938_engine_perf.md	move	frozen	-	-
docs/specs/audit_2026_09/t939_editor_usability.md	documentation_v2/tickets/specs/t939_editor_usability.md	move	frozen	-	-
docs/specs/audit_2026_09/t940_website_platform.md	documentation_v2/tickets/specs/t940_website_platform.md	move	frozen	-	-
docs/specs/audit_2026_09/t941_mod_lifecycle.md	documentation_v2/tickets/specs/t941_mod_lifecycle.md	move	frozen	-	-
docs/specs/audit_2026_09/t944_audit_stream_race.md	documentation_v2/tickets/specs/t944_audit_stream_race.md	move	frozen	-	-
docs/specs/audit_2026_09/t946_86_wave255_dead_code.md	documentation_v2/tickets/specs/t946_86_wave255_dead_code.md	move	frozen	-	-
docs/specs/existing/t146_asset_browser_data_wiring.md	documentation_v2/tickets/specs/t146_asset_browser_data_wiring.md	move	frozen	-	-
docs/specs/existing/t212_typed_objectives.md	documentation_v2/tickets/specs/t212_typed_objectives.md	move	frozen	-	-
docs/specs/existing/t654_variant_inclusion.md	documentation_v2/tickets/specs/t654_variant_inclusion.md	move	frozen	-	-
docs/specs/existing/t673_marker_style_reader.md	documentation_v2/tickets/specs/t673_marker_style_reader.md	move	frozen	-	-
docs/specs/existing/t674_slot_identity_wire.md	documentation_v2/tickets/specs/t674_slot_identity_wire.md	move	frozen	-	-
docs/specs/existing/t675_vehicle_roster_wire.md	documentation_v2/tickets/specs/t675_vehicle_roster_wire.md	move	frozen	-	-
docs/specs/existing/t676_trigger_runtime.md	documentation_v2/tickets/specs/t676_trigger_runtime.md	move	frozen	-	-
docs/specs/existing/t677_waypoint_runtime.md	documentation_v2/tickets/specs/t677_waypoint_runtime.md	move	frozen	-	-
docs/specs/existing/t678_group_ai_state.md	documentation_v2/tickets/specs/t678_group_ai_state.md	move	frozen	-	-
docs/specs/existing/t679_placement_scatter.md	documentation_v2/tickets/specs/t679_placement_scatter.md	move	frozen	-	-
docs/specs/existing/t680_vehicle_states.md	documentation_v2/tickets/specs/t680_vehicle_states.md	move	frozen	-	-
docs/specs/existing/t681_entity_states.md	documentation_v2/tickets/specs/t681_entity_states.md	move	frozen	-	-
docs/specs/existing/t682_environment_readers.md	documentation_v2/tickets/specs/t682_environment_readers.md	move	frozen	-	-
docs/specs/existing/t684_mission_params.md	documentation_v2/tickets/specs/t684_mission_params.md	move	frozen	-	-
docs/specs/existing/t685_zone_volumes.md	documentation_v2/tickets/specs/t685_zone_volumes.md	move	frozen	-	-
docs/specs/existing/t689_play_area_vehicle_axis.md	documentation_v2/tickets/specs/t689_play_area_vehicle_axis.md	move	frozen	-	-
docs/specs/existing/t702_whole_terrain_zone.md	documentation_v2/tickets/specs/t702_whole_terrain_zone.md	move	frozen	-	-
docs/specs/existing/t705_gadget_flags.md	documentation_v2/tickets/specs/t705_gadget_flags.md	move	frozen	-	-
docs/specs/existing/t816_esc_hint_layer.md	documentation_v2/tickets/specs/t816_esc_hint_layer.md	move	frozen	-	-
docs/specs/existing/t817_grid_label_zoom_lag.md	documentation_v2/tickets/specs/t817_grid_label_zoom_lag.md	move	frozen	-	-
docs/specs/existing/t820_catalog_failure_cause.md	documentation_v2/tickets/specs/t820_catalog_failure_cause.md	move	frozen	-	-
docs/specs/existing/t821_save_version_prefill.md	documentation_v2/tickets/specs/t821_save_version_prefill.md	move	frozen	-	-
docs/specs/existing/t822_outliner_dblclick_bubble.md	documentation_v2/tickets/specs/t822_outliner_dblclick_bubble.md	move	frozen	-	-
docs/specs/existing/t823_obj_readout_vehicles.md	documentation_v2/tickets/specs/t823_obj_readout_vehicles.md	move	frozen	-	-
docs/specs/existing/t824_zone_render_at_rest.md	documentation_v2/tickets/specs/t824_zone_render_at_rest.md	move	frozen	-	-
docs/specs/existing/t827_validation_chip_contrast.md	documentation_v2/tickets/specs/t827_validation_chip_contrast.md	move	frozen	-	-
docs/specs/existing/t828_marker_caption_drift.md	documentation_v2/tickets/specs/t828_marker_caption_drift.md	move	frozen	-	-
docs/specs/existing/t830_outliner_density.md	documentation_v2/tickets/specs/t830_outliner_density.md	move	frozen	-	-
docs/specs/existing/t831_per_side_markers_audit.md	documentation_v2/tickets/specs/t831_per_side_markers_audit.md	move	frozen	-	-
docs/specs/existing/t833_rotation_ring_relative.md	documentation_v2/tickets/specs/t833_rotation_ring_relative.md	move	frozen	-	-
docs/specs/existing/t834_wave205_residue.md	documentation_v2/tickets/specs/t834_wave205_residue.md	move	frozen	-	-
docs/specs/existing/t837_vehicle_delete.md	documentation_v2/tickets/specs/t837_vehicle_delete.md	move	frozen	-	-
docs/specs/existing/t838_marker_select_outliner.md	documentation_v2/tickets/specs/t838_marker_select_outliner.md	move	frozen	-	-
docs/specs/existing/t839_retire_floating_pill.md	documentation_v2/tickets/specs/t839_retire_floating_pill.md	move	frozen	-	-
docs/specs/existing/t841_type_picker_opaque.md	documentation_v2/tickets/specs/t841_type_picker_opaque.md	move	frozen	-	-
docs/specs/existing/t845_selected_vehicle_treatment.md	documentation_v2/tickets/specs/t845_selected_vehicle_treatment.md	move	frozen	-	-
docs/specs/existing/t848_group_to_exclusive_orbat.md	documentation_v2/tickets/specs/t848_group_to_exclusive_orbat.md	move	frozen	-	-
docs/specs/existing/t849_ungroup_verb.md	documentation_v2/tickets/specs/t849_ungroup_verb.md	move	frozen	-	-
docs/specs/existing/t850_squad_tether_drag.md	documentation_v2/tickets/specs/t850_squad_tether_drag.md	move	frozen	-	-
docs/specs/existing/t926_vehicle_transform_tab.md	documentation_v2/tickets/specs/t926_vehicle_transform_tab.md	move	frozen	-	-
docs/specs/existing/t927_chrome_dblclick_leak.md	documentation_v2/tickets/specs/t927_chrome_dblclick_leak.md	move	frozen	-	-
docs/specs/existing/t930_vehicle_first_paint.md	documentation_v2/tickets/specs/t930_vehicle_first_paint.md	move	frozen	-	-
docs/specs/existing/t932_parked_markers_persist.md	documentation_v2/tickets/specs/t932_parked_markers_persist.md	move	frozen	-	-
docs/specs/existing/t933_leptos_gates_exit.md	documentation_v2/tickets/specs/t933_leptos_gates_exit.md	move	frozen	-	-
docs/specs/factory/t943_push_guard_deadlock.md	documentation_v2/tickets/specs/t943_push_guard_deadlock.md	move	frozen	-	-
docs/specs/factory/t945_active_slice_encoding.md	documentation_v2/tickets/specs/t945_active_slice_encoding.md	move	frozen	-	-
docs/specs/ideas/t067_1_chunk_eviction.md	documentation_v2/tickets/specs/t067_1_chunk_eviction.md	move	frozen	-	-
docs/specs/ideas/t149_forest_smooth.md	documentation_v2/tickets/specs/t149_forest_smooth.md	move	frozen	-	-
docs/specs/ideas/t157_mission_create.md	documentation_v2/tickets/specs/t157_mission_create.md	move	frozen	-	-
docs/specs/ideas/t158_editor_shell.md	documentation_v2/tickets/specs/t158_editor_shell.md	move	frozen	-	-
docs/specs/ideas/t190_tab_clobber.md	documentation_v2/tickets/specs/t190_tab_clobber.md	move	frozen	-	-
docs/specs/ideas/t242_t216_deltas.md	documentation_v2/tickets/specs/t242_t216_deltas.md	move	frozen	-	-
docs/specs/ideas/t257_undo_scope.md	documentation_v2/tickets/specs/t257_undo_scope.md	move	frozen	-	-
docs/specs/ideas/t277_prefab_classify.md	documentation_v2/tickets/specs/t277_prefab_classify.md	move	frozen	-	-
docs/specs/ideas/t290_dead_flatten_fields.md	documentation_v2/tickets/specs/t290_dead_flatten_fields.md	move	frozen	-	-
docs/specs/ideas/t291_orphan_schema_fields.md	documentation_v2/tickets/specs/t291_orphan_schema_fields.md	move	frozen	-	-
docs/specs/ideas/t294_arland_objects.md	documentation_v2/tickets/specs/t294_arland_objects.md	move	frozen	-	-
docs/specs/ideas/t295_realtime_collab.md	documentation_v2/tickets/specs/t295_realtime_collab.md	move	frozen	-	-
docs/specs/ideas/t298_tbd_tools_gate.md	documentation_v2/tickets/specs/t298_tbd_tools_gate.md	move	frozen	-	-
docs/specs/ideas/t299_phantom_opfor.md	documentation_v2/tickets/specs/t299_phantom_opfor.md	move	frozen	-	-
docs/specs/ideas/t300_shared_target.md	documentation_v2/tickets/specs/t300_shared_target.md	move	frozen	-	-
docs/specs/ideas/t301_briefing_kit.md	documentation_v2/tickets/specs/t301_briefing_kit.md	move	frozen	-	-
docs/specs/ideas/t302_weapon_equip_boot.md	documentation_v2/tickets/specs/t302_weapon_equip_boot.md	move	frozen	-	-
docs/specs/ideas/t304_registry_scan_weight.md	documentation_v2/tickets/specs/t304_registry_scan_weight.md	move	frozen	-	-
docs/specs/ideas/t305_pak_offset.md	documentation_v2/tickets/specs/t305_pak_offset.md	move	frozen	-	-
docs/specs/ideas/t309_faction_doc_squads.md	documentation_v2/tickets/specs/t309_faction_doc_squads.md	move	frozen	-	-
docs/specs/ideas/t310_arsenal_attachments.md	documentation_v2/tickets/specs/t310_arsenal_attachments.md	move	frozen	-	-
docs/specs/ideas/t311_leaderboard_tiebreak.md	documentation_v2/tickets/specs/t311_leaderboard_tiebreak.md	move	frozen	-	-
docs/specs/ideas/t653_headless_screenshot.md	documentation_v2/tickets/specs/t653_headless_screenshot.md	move	frozen	-	-
docs/specs/ideas/t704_command_palette.md	documentation_v2/tickets/specs/t704_command_palette.md	move	frozen	-	-
docs/specs/ideas/t924_gate_verdict.md	documentation_v2/tickets/specs/t924_gate_verdict.md	move	frozen	-	-
docs/specs/ideas/t946_12_reserve_close_label.md	documentation_v2/tickets/specs/t946_12_reserve_close_label.md	move	frozen	-	-
docs/specs/ideas/t946_14_land_gate_base.md	documentation_v2/tickets/specs/t946_14_land_gate_base.md	move	frozen	-	-
docs/specs/ideas/t946_23_mod_gate_shadowing.md	documentation_v2/tickets/specs/t946_23_mod_gate_shadowing.md	move	frozen	-	-
docs/specs/ideas/t946_24_lockstep_holes.md	documentation_v2/tickets/specs/t946_24_lockstep_holes.md	move	frozen	-	-
docs/specs/ideas/t946_3_mod_gate_ascii.md	documentation_v2/tickets/specs/t946_3_mod_gate_ascii.md	move	frozen	-	-
docs/specs/macOS_Blueprints/README.md	documentation_v2/archive/monorepo_migration/macos_blueprints_readme.md	archive	archive	-	-
docs/specs/macOS_Blueprints/aegis_mission_editor_macos_edition/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_shell_blueprint/mission_creator_shell_blueprint.html	move+rename	data	-	set mission_creator_shell_blueprint: Mission Creator full shell; set README by F08
docs/specs/macOS_Blueprints/aegis_mission_editor_macos_edition/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_shell_blueprint/mission_creator_shell_blueprint.png	move+rename	data	-	set mission_creator_shell_blueprint: Mission Creator full shell; set README by F08
docs/specs/macOS_Blueprints/command_announcements_tactical_split_view/code.html	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/announcements_manager_blueprint/announcements_manager_blueprint.html	move+rename	data	-	set announcements_manager_blueprint: announcements split view of the content manager; set README by F01
docs/specs/macOS_Blueprints/command_announcements_tactical_split_view/screen.png	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/announcements_manager_blueprint/announcements_manager_blueprint.png	move+rename	data	-	set announcements_manager_blueprint: announcements split view of the content manager; set README by F01
docs/specs/macOS_Blueprints/comms_broadcaster_distraction_free_editor/code.html	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/broadcast_editor_blueprint/broadcast_editor_blueprint.html	move+rename	data	-	set broadcast_editor_blueprint: distraction-free broadcast editor of the content manager; set README by F01
docs/specs/macOS_Blueprints/comms_broadcaster_distraction_free_editor/screen.png	documentation_v2/website/frontend/pages/administration/content_manager/visual_references/broadcast_editor_blueprint/broadcast_editor_blueprint.png	move+rename	data	-	set broadcast_editor_blueprint: distraction-free broadcast editor of the content manager; set README by F01
docs/specs/macOS_Blueprints/event_manager_macos_tactical_calendar/code.html	documentation_v2/website/frontend/pages/administration/event_manager/visual_references/event_manager_blueprint/event_manager_blueprint.html	move+rename	data	-	set event_manager_blueprint: event manager calendar; set README by F01
docs/specs/macOS_Blueprints/event_manager_macos_tactical_calendar/screen.png	documentation_v2/website/frontend/pages/administration/event_manager/visual_references/event_manager_blueprint/event_manager_blueprint.png	move+rename	data	-	set event_manager_blueprint: event manager calendar; set README by F01
docs/specs/macOS_Blueprints/global_leaderboards_macos_tactical_edition/code.html	documentation_v2/website/frontend/pages/operations/leaderboards/visual_references/leaderboards_blueprint/leaderboards_blueprint.html	move+rename	data	-	set leaderboards_blueprint: global leaderboards; set README by F02
docs/specs/macOS_Blueprints/global_leaderboards_macos_tactical_edition/screen.png	documentation_v2/website/frontend/pages/operations/leaderboards/visual_references/leaderboards_blueprint/leaderboards_blueprint.png	move+rename	data	-	set leaderboards_blueprint: global leaderboards; set README by F02
docs/specs/macOS_Blueprints/high_contrast_cinematic_satellite_view_of_a_lush_island_with_rugged_terrain/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/satellite_backdrop_render/satellite_backdrop_render.png	move+rename	data	-	set satellite_backdrop_render: satellite terrain render for the map canvas backdrop; set README by F08
docs/specs/macOS_Blueprints/high_fidelity_3d_render_of_a_btr_70_armored_personnel_carrier_tactical_military/screen.png	documentation_v2/website/frontend/pages/doctrine_and_info/vehicles/visual_references/btr_70_render/btr_70_render.png	move+rename	data	-	set btr_70_render: BTR-70 render for the vehicle dossier; set README by F03
docs/specs/macOS_Blueprints/loadout_forge_tactical_equipment_management/code.html	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/loadout_forge_blueprint/loadout_forge_blueprint.html	move+rename	data	-	set loadout_forge_blueprint: arsenal loadout forge; set README by F08
docs/specs/macOS_Blueprints/loadout_forge_tactical_equipment_management/screen.png	documentation_v2/website/frontend/apps/editor/arsenal/visual_references/loadout_forge_blueprint/loadout_forge_blueprint.png	move+rename	data	-	set loadout_forge_blueprint: arsenal loadout forge; set README by F08
docs/specs/macOS_Blueprints/mission_approvals_human_readable_dossier_edition/code.html	documentation_v2/website/frontend/pages/administration/approvals/visual_references/mission_approvals_blueprint/mission_approvals_blueprint.html	move+rename	data	-	set mission_approvals_blueprint: mission approval dossier queue; set README by F01
docs/specs/macOS_Blueprints/mission_approvals_human_readable_dossier_edition/screen.png	documentation_v2/website/frontend/pages/administration/approvals/visual_references/mission_approvals_blueprint/mission_approvals_blueprint.png	move+rename	data	-	set mission_approvals_blueprint: mission approval dossier queue; set README by F01
docs/specs/macOS_Blueprints/mission_editor_tactical_canvas/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_canvas_blueprint/mission_creator_canvas_blueprint.html	move+rename	data	-	set mission_creator_canvas_blueprint: Mission Creator map canvas and properties inspector; set README by F08
docs/specs/macOS_Blueprints/mission_editor_tactical_canvas/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_creator_canvas_blueprint/mission_creator_canvas_blueprint.png	move+rename	data	-	set mission_creator_canvas_blueprint: Mission Creator map canvas and properties inspector; set README by F08
docs/specs/macOS_Blueprints/mission_library_featured_tactical_edition/code.html	documentation_v2/website/frontend/pages/mission_hub/library/visual_references/mission_library_blueprint/mission_library_blueprint.html	move+rename	data	-	set mission_library_blueprint: mission library grid; set README by F03
docs/specs/macOS_Blueprints/mission_library_featured_tactical_edition/screen.png	documentation_v2/website/frontend/pages/mission_hub/library/visual_references/mission_library_blueprint/mission_library_blueprint.png	move+rename	data	-	set mission_library_blueprint: mission library grid; set README by F03
docs/specs/macOS_Blueprints/mission_overview_macos_slide_over_dossier/code.html	documentation_v2/website/frontend/pages/mission_hub/overview/visual_references/mission_overview_blueprint/mission_overview_blueprint.html	move+rename	data	-	set mission_overview_blueprint: mission overview slide-over dossier; set README by F03
docs/specs/macOS_Blueprints/mission_overview_macos_slide_over_dossier/screen.png	documentation_v2/website/frontend/pages/mission_hub/overview/visual_references/mission_overview_blueprint/mission_overview_blueprint.png	move+rename	data	-	set mission_overview_blueprint: mission overview slide-over dossier; set README by F03
docs/specs/macOS_Blueprints/mortar_calculator_macos_tactical_edition/code.html	documentation_v2/website/frontend/pages/field_tools/mortar/visual_references/mortar_calculator_blueprint/mortar_calculator_blueprint.html	move+rename	data	-	set mortar_calculator_blueprint: mortar ballistics calculator; set README by F03
docs/specs/macOS_Blueprints/mortar_calculator_macos_tactical_edition/screen.png	documentation_v2/website/frontend/pages/field_tools/mortar/visual_references/mortar_calculator_blueprint/mortar_calculator_blueprint.png	move+rename	data	-	set mortar_calculator_blueprint: mortar ballistics calculator; set README by F03
docs/specs/macOS_Blueprints/personnel_roster_macos_activity_monitor_edition/code.html	documentation_v2/website/frontend/pages/administration/personnel/visual_references/personnel_roster_blueprint/personnel_roster_blueprint.html	move+rename	data	-	set personnel_roster_blueprint: personnel roster; set README by F01
docs/specs/macOS_Blueprints/personnel_roster_macos_activity_monitor_edition/screen.png	documentation_v2/website/frontend/pages/administration/personnel/visual_references/personnel_roster_blueprint/personnel_roster_blueprint.png	move+rename	data	-	set personnel_roster_blueprint: personnel roster; set README by F01
docs/specs/macOS_Blueprints/reforger_command/DESIGN.md	documentation_v2/design_system/token_exports/aegis_design_tokens.md	collapse-duplicate	live-rewrite	F17	sha256 fd7e503920c0 identical to docs/specs/Mission_Creator_Mock_Up/aegis_tokens/DESIGN.md
docs/specs/macOS_Blueprints/server_intel_dashboard_macos_tactical_edition/code.html	documentation_v2/website/frontend/pages/command_center/visual_references/server_intel_blueprint/server_intel_blueprint.html	move+rename	data	-	set server_intel_blueprint: live server intel dashboard; set README by F02
docs/specs/macOS_Blueprints/server_intel_dashboard_macos_tactical_edition/screen.png	documentation_v2/website/frontend/pages/command_center/visual_references/server_intel_blueprint/server_intel_blueprint.png	move+rename	data	-	set server_intel_blueprint: live server intel dashboard; set README by F02
docs/specs/macOS_Blueprints/server_modpacks_macos_tactical_edition/code.html	documentation_v2/website/frontend/pages/doctrine_and_info/modpacks/visual_references/modpacks_blueprint/modpacks_blueprint.html	move+rename	data	-	set modpacks_blueprint: server modpacks manifest; set README by F03
docs/specs/macOS_Blueprints/server_modpacks_macos_tactical_edition/screen.png	documentation_v2/website/frontend/pages/doctrine_and_info/modpacks/visual_references/modpacks_blueprint/modpacks_blueprint.png	move+rename	data	-	set modpacks_blueprint: server modpacks manifest; set README by F03
docs/specs/macOS_Blueprints/service_record_tactical_split_pane_dossier/code.html	documentation_v2/website/frontend/pages/operations/deployments/visual_references/service_record_blueprint/service_record_blueprint.html	move+rename	data	-	set service_record_blueprint: member service record split pane; set README by F02
docs/specs/macOS_Blueprints/service_record_tactical_split_pane_dossier/screen.png	documentation_v2/website/frontend/pages/operations/deployments/visual_references/service_record_blueprint/service_record_blueprint.png	move+rename	data	-	set service_record_blueprint: member service record split pane; set README by F02
docs/specs/macOS_Blueprints/system_audit_logs_macos_terminal_edition/code.html	documentation_v2/website/frontend/pages/administration/audit_logs/visual_references/audit_logs_blueprint/audit_logs_blueprint.html	move+rename	data	-	set audit_logs_blueprint: audit log terminal view; set README by F01
docs/specs/macOS_Blueprints/system_audit_logs_macos_terminal_edition/screen.png	documentation_v2/website/frontend/pages/administration/audit_logs/visual_references/audit_logs_blueprint/audit_logs_blueprint.png	move+rename	data	-	set audit_logs_blueprint: audit log terminal view; set README by F01
docs/specs/macOS_Blueprints/tbd_mission_creator_visual_git_diffing/code.html	documentation_v2/website/frontend/apps/editor/visual_references/mission_visual_diff_blueprint/mission_visual_diff_blueprint.html	move+rename	data	-	set mission_visual_diff_blueprint: visual diff between mission versions; set README by F08
docs/specs/macOS_Blueprints/tbd_mission_creator_visual_git_diffing/screen.png	documentation_v2/website/frontend/apps/editor/visual_references/mission_visual_diff_blueprint/mission_visual_diff_blueprint.png	move+rename	data	-	set mission_visual_diff_blueprint: visual diff between mission versions; set README by F08
docs/specs/macOS_Blueprints/tbd_reforger_dashboard_tactical_command_center/code.html	documentation_v2/website/frontend/pages/command_center/visual_references/command_dashboard_blueprint/command_dashboard_blueprint.html	move+rename	data	-	set command_dashboard_blueprint: command center dashboard; set README by F02
docs/specs/macOS_Blueprints/tbd_reforger_dashboard_tactical_command_center/screen.png	documentation_v2/website/frontend/pages/command_center/visual_references/command_dashboard_blueprint/command_dashboard_blueprint.png	move+rename	data	-	set command_dashboard_blueprint: command center dashboard; set README by F02
docs/specs/macOS_Blueprints/tbd_reforger_topbar/DESIGN.md	documentation_v2/website/frontend/pages/navigation/visual_references/topbar_blueprint/design_tokens.md	move+rename	data	-	set topbar_blueprint: platform topbar, a Stitch token export with YAML front matter; set README by F04
docs/specs/macOS_Blueprints/upcoming_operations_multi_mission_orbat_integration/code.html	documentation_v2/website/frontend/pages/operations/schedule/visual_references/operations_schedule_blueprint/operations_schedule_blueprint.html	move+rename	data	-	set operations_schedule_blueprint: operations schedule with ORBAT preview; set README by F02
docs/specs/macOS_Blueprints/upcoming_operations_multi_mission_orbat_integration/screen.png	documentation_v2/website/frontend/pages/operations/schedule/visual_references/operations_schedule_blueprint/operations_schedule_blueprint.png	move+rename	data	-	set operations_schedule_blueprint: operations schedule with ORBAT preview; set README by F02
docs/specs/macOS_Blueprints/vehicle_database_btr_70_intelligence_dossier/code.html	documentation_v2/website/frontend/pages/doctrine_and_info/vehicles/visual_references/vehicle_dossier_blueprint/vehicle_dossier_blueprint.html	move+rename	data	-	set vehicle_dossier_blueprint: vehicle database dossier; set README by F03
docs/specs/macOS_Blueprints/vehicle_database_btr_70_intelligence_dossier/screen.png	documentation_v2/website/frontend/pages/doctrine_and_info/vehicles/visual_references/vehicle_dossier_blueprint/vehicle_dossier_blueprint.png	move+rename	data	-	set vehicle_dossier_blueprint: vehicle database dossier; set README by F03
docs/specs/macOS_UX_Architecture.md	documentation_v2/archive/redirect_stubs/docs__specs__macos_ux_architecture.md	archive	archive	-	docs/website/platform/macos_ux_architecture.md (final: documentation_v2/archive/go_and_react_era_design/macos_ux_architecture.md)
docs/specs/website_reorg/graphics_engine_and_mission_core_blueprint.md	documentation_v2/archive/engine_split/graphics_engine_and_mission_core_blueprint.md	archive	archive	-	-
